...1,id_new,party_cand,lr_self,year,ost,left_desc,right_desc,right_words
648,649,DIE LINKE,1,2013,0,progressiv bürgernähe sozial tolerant internationalistisch friedenspolitisch,"faschistisch reaktionär fundamentalreligiös
fremdenfeindlich sozialneidisch antieuropäischdämlich ängstlich",reaktionär
648,649,DIE LINKE,1,2013,0,progressiv bürgernähe sozial tolerant internationalistisch friedenspolitisch,"faschistisch reaktionär fundamentalreligiös
fremdenfeindlich sozialneidisch antieuropäischdämlich ängstlich",fremdenfeindlich
650,651,GRUENE,3,2013,0,gandhilennonprinzip friedenspolitik jede gesellschaftliche veränderung beginnt bei sich selbst sozialer ausgleich selbstreflexion  toleranz,autoritäres auftreten sendungsmission nationalismus persönl narzißmus von führern,nationalismus
651,652,PIRATEN,3,2013,0,das wohl der menschen im fokus unabhägig von herkunft offen für neues,systematischer vorurteilsbehafteter rückwärtsgewandter egoismus ich zuerster der nachbar ist böse wir zuerst andere gruppen sind böse der neues ablehnt und unfähig für innovation ist,egoismus
651,652,PIRATEN,3,2013,0,das wohl der menschen im fokus unabhägig von herkunft offen für neues,systematischer vorurteilsbehafteter rückwärtsgewandter egoismus ich zuerster der nachbar ist böse wir zuerst andere gruppen sind böse der neues ablehnt und unfähig für innovation ist,gruppen
652,653,AfD,7,2013,0,"gleichmacherei  galit
klassenkampf
sozialismus
verstaatlichung","bürgerlich
christlichjüdische werte
konservativ
nationalliberal",bürgerlich
652,653,AfD,7,2013,0,"gleichmacherei  galit
klassenkampf
sozialismus
verstaatlichung","bürgerlich
christlichjüdische werte
konservativ
nationalliberal",werte
652,653,AfD,7,2013,0,"gleichmacherei  galit
klassenkampf
sozialismus
verstaatlichung","bürgerlich
christlichjüdische werte
konservativ
nationalliberal",konservativ
653,654,CDU,10,2013,0,staatsgläubigkeit umverteilung gender quoten usw,wirtschaftsliberal konservativ werte gebunden und freiheitlich keine zu hohen steuern keine frauenquote kein adoptionsrecht für homosexuelle lebensgemeinschaften keine zu starke zuwanderung,konservativ
653,654,CDU,10,2013,0,staatsgläubigkeit umverteilung gender quoten usw,wirtschaftsliberal konservativ werte gebunden und freiheitlich keine zu hohen steuern keine frauenquote kein adoptionsrecht für homosexuelle lebensgemeinschaften keine zu starke zuwanderung,werte
653,654,CDU,10,2013,0,staatsgläubigkeit umverteilung gender quoten usw,wirtschaftsliberal konservativ werte gebunden und freiheitlich keine zu hohen steuern keine frauenquote kein adoptionsrecht für homosexuelle lebensgemeinschaften keine zu starke zuwanderung,freiheitlich
653,654,CDU,10,2013,0,staatsgläubigkeit umverteilung gender quoten usw,wirtschaftsliberal konservativ werte gebunden und freiheitlich keine zu hohen steuern keine frauenquote kein adoptionsrecht für homosexuelle lebensgemeinschaften keine zu starke zuwanderung,steuern
653,654,CDU,10,2013,0,staatsgläubigkeit umverteilung gender quoten usw,wirtschaftsliberal konservativ werte gebunden und freiheitlich keine zu hohen steuern keine frauenquote kein adoptionsrecht für homosexuelle lebensgemeinschaften keine zu starke zuwanderung,stark
653,654,CDU,10,2013,0,staatsgläubigkeit umverteilung gender quoten usw,wirtschaftsliberal konservativ werte gebunden und freiheitlich keine zu hohen steuern keine frauenquote kein adoptionsrecht für homosexuelle lebensgemeinschaften keine zu starke zuwanderung,zuwanderung
654,655,SPD,4,2013,0,fortschritt durch solidarität  bildung,hass schüren auf anderen und sie diskriminieren,hass
655,656,GRUENE,3,2013,0,emanzipatorisch indealitisch progressiv zukunftsorientiert transformatorisch gerecht libertaer an mensch orientiert individuelle menschenrechte in den vordergrund stellend,konservativ xenophobisch hauptsaechlich an wirtschaftorientiert traditionell unwandelbarverwaltend technokratisch religioes,konservativ
655,656,GRUENE,3,2013,0,emanzipatorisch indealitisch progressiv zukunftsorientiert transformatorisch gerecht libertaer an mensch orientiert individuelle menschenrechte in den vordergrund stellend,konservativ xenophobisch hauptsaechlich an wirtschaftorientiert traditionell unwandelbarverwaltend technokratisch religioes,traditionell
657,658,SPD,3,2013,0,gleichheit fortschritt gerechtigkeit wertoffenheit,parteilichkeit beharrungbetonung d nationalen,national
658,659,GRUENE,6,2013,0,wertegebunden emanzipatorisch freiheit mit verantwortung aber auch technikgläubigkeit etatismus,strukturkonservativ nationalistisch verantwortung ohne freiheit,nationalistisch
658,659,GRUENE,6,2013,0,wertegebunden emanzipatorisch freiheit mit verantwortung aber auch technikgläubigkeit etatismus,strukturkonservativ nationalistisch verantwortung ohne freiheit,verantwortung
658,659,GRUENE,6,2013,0,wertegebunden emanzipatorisch freiheit mit verantwortung aber auch technikgläubigkeit etatismus,strukturkonservativ nationalistisch verantwortung ohne freiheit,freiheit
659,660,PIRATEN,5,2013,0,unscharfer begriff der die heutige parteien und interessenslandschaft nicht adäquat beschreibt,unscharfer begriff der die heutige parteien und interessenslandschaft nicht adäquat beschreibt,parteien
661,662,SPD,3,2013,0,sozial gerecht friedensbewegt aufgeschlossen alle menschen auf augenhöhe,ausgrenzend klientel orientiert von oben herab auf andere schauen,ausgrenzung
662,663,PIRATEN,3,2013,0,überholter begriff für sozial sozialistisch kommunistisch,überholter begriff für konservativ law  order national populistisch,konservativ
662,663,PIRATEN,3,2013,0,überholter begriff für sozial sozialistisch kommunistisch,überholter begriff für konservativ law  order national populistisch,national
662,663,PIRATEN,3,2013,0,überholter begriff für sozial sozialistisch kommunistisch,überholter begriff für konservativ law  order national populistisch,populistisch
663,664,SPD,3,2013,0,sozial engagiert auf gerechtigkeit zielend soz gerechtigkeit mit ökonom vernunft arbeitnehmer im blick,besitzstandswahrung ängstlich gegenüber fremden ökonom vorrang arbeitgeber im fokus,vorrang
664,665,PIRATEN,4,2013,0,vergemeinschaftung umverteilung von oben nach unten basisdemokratie,ausländer minderheitenfeindlich umverteilung von unten nach oben autoritär,umverteilung
664,665,PIRATEN,4,2013,0,vergemeinschaftung umverteilung von oben nach unten basisdemokratie,ausländer minderheitenfeindlich umverteilung von unten nach oben autoritär,autoritär
665,666,CDU,8,2013,0,überzogene sozialpolitik keine leistungskontrolle,eigenverantwortliches handeln und leben wirtschaftskompetenz,leben
666,667,CDU,7,2013,0,"kommunistisch
unrealistische gutmenschen",übertrieben nationalistisch,nationalistisch
667,668,DIE LINKE,3,2013,0,solidarität und zusammenhalt der gesellschaft,für individualisierung und zersplitterung umverteilung von unten nach oben,umverteilung
668,669,DIE LINKE,3,2013,0,soziale sicherung und sozialer ausgleich und sichere arbeitswelt würdiges altern,bankenmacht politikohnmacht lobbyismus umverteilung nach oben,lobbyismus
668,669,DIE LINKE,3,2013,0,soziale sicherung und sozialer ausgleich und sichere arbeitswelt würdiges altern,bankenmacht politikohnmacht lobbyismus umverteilung nach oben,umverteilung
669,670,CDU,9,2013,0,ideologie zentralismus unfreiheit gleichmacherei bestimmung regeln vorschriften kontrolle sozialismus,nicht radikal rechts selbstbestimmung verantwortung freiheit wirtschaft freie märkte selbstverwirklichung,radikal
669,670,CDU,9,2013,0,ideologie zentralismus unfreiheit gleichmacherei bestimmung regeln vorschriften kontrolle sozialismus,nicht radikal rechts selbstbestimmung verantwortung freiheit wirtschaft freie märkte selbstverwirklichung,selbstbestimmung
669,670,CDU,9,2013,0,ideologie zentralismus unfreiheit gleichmacherei bestimmung regeln vorschriften kontrolle sozialismus,nicht radikal rechts selbstbestimmung verantwortung freiheit wirtschaft freie märkte selbstverwirklichung,verantwortung
669,670,CDU,9,2013,0,ideologie zentralismus unfreiheit gleichmacherei bestimmung regeln vorschriften kontrolle sozialismus,nicht radikal rechts selbstbestimmung verantwortung freiheit wirtschaft freie märkte selbstverwirklichung,freiheit
669,670,CDU,9,2013,0,ideologie zentralismus unfreiheit gleichmacherei bestimmung regeln vorschriften kontrolle sozialismus,nicht radikal rechts selbstbestimmung verantwortung freiheit wirtschaft freie märkte selbstverwirklichung,wirtschaft
669,670,CDU,9,2013,0,ideologie zentralismus unfreiheit gleichmacherei bestimmung regeln vorschriften kontrolle sozialismus,nicht radikal rechts selbstbestimmung verantwortung freiheit wirtschaft freie märkte selbstverwirklichung,freie
670,671,SPD,4,2013,0,offen für neues der neuen gesellschaftsstruktur rechnung tragen mehr an das gemeinwohl denken,traditionen wahren obwohl diese nicht mehr in der gesellschaft verwurzelt sind keine experimente  alles so lassen wie bisher,traditionen
670,671,SPD,4,2013,0,offen für neues der neuen gesellschaftsstruktur rechnung tragen mehr an das gemeinwohl denken,traditionen wahren obwohl diese nicht mehr in der gesellschaft verwurzelt sind keine experimente  alles so lassen wie bisher,gesellschaft
672,673,AfD,6,2013,0,zu sozial  keine verbindung zur realität,selbstverantwortung unsozial eigenständig verantwortung für volk und leistung,eigenverantwortung
672,673,AfD,6,2013,0,zu sozial  keine verbindung zur realität,selbstverantwortung unsozial eigenständig verantwortung für volk und leistung,unsozial
672,673,AfD,6,2013,0,zu sozial  keine verbindung zur realität,selbstverantwortung unsozial eigenständig verantwortung für volk und leistung,verantwortung
672,673,AfD,6,2013,0,zu sozial  keine verbindung zur realität,selbstverantwortung unsozial eigenständig verantwortung für volk und leistung,volk
672,673,AfD,6,2013,0,zu sozial  keine verbindung zur realität,selbstverantwortung unsozial eigenständig verantwortung für volk und leistung,leistung
673,674,DIE LINKE,2,2013,0,"links ist gegen krieg und gegen mälitärische gewalt als mittel der politik
links ist für eine solidarische gesellschaft und für soziale gerechtigkeit links ist für die bewahrung der umwelt ohne ausbeutung der gesellschaft",ist gegen eine demokratische gesellschaft und für rassismus rechts will den faschismus in all seiner unmenschlichen form,gesellschaft
673,674,DIE LINKE,2,2013,0,"links ist gegen krieg und gegen mälitärische gewalt als mittel der politik
links ist für eine solidarische gesellschaft und für soziale gerechtigkeit links ist für die bewahrung der umwelt ohne ausbeutung der gesellschaft",ist gegen eine demokratische gesellschaft und für rassismus rechts will den faschismus in all seiner unmenschlichen form,rassismus
673,674,DIE LINKE,2,2013,0,"links ist gegen krieg und gegen mälitärische gewalt als mittel der politik
links ist für eine solidarische gesellschaft und für soziale gerechtigkeit links ist für die bewahrung der umwelt ohne ausbeutung der gesellschaft",ist gegen eine demokratische gesellschaft und für rassismus rechts will den faschismus in all seiner unmenschlichen form,faschismus
674,675,PIRATEN,5,2013,0,sozial gerecht tolerant humanistisch,marktgläubig reaktionär menschenverachtend,reaktionär
674,675,PIRATEN,5,2013,0,sozial gerecht tolerant humanistisch,marktgläubig reaktionär menschenverachtend,menschenverachtend
675,676,DIE LINKE,3,2013,0,fortschrittlich menschlich,konservativ wirtschaftlich,konservativ
676,677,PIRATEN,3,2013,0,stärkere umverteilung von oben nach unten verbot von kriegseinsätzen jeglicher art mehr mitbestimmung volksentscheide,konzentration auf wirtschaftsförderung neoliberalismus ausufernde sicherheitspolitik überwachung,überwachung
677,678,DIE LINKE,3,2013,0,dem menschen zugewandt weltoffen,dem kapital zugewandt auf sich zentriert,kapital
678,679,GRUENE,5,2013,0,sozialpolitik umweltschutz basisdemokratie ökosozialliberal,wirtschaftspolitik ausländerhass politische elite konservativprotektionistischlobbyistisch,wirtschaftspolitik
678,679,GRUENE,5,2013,0,sozialpolitik umweltschutz basisdemokratie ökosozialliberal,wirtschaftspolitik ausländerhass politische elite konservativprotektionistischlobbyistisch,politisch
679,680,CDU,5,2013,0,sozialistisch mehr staatlicher dirigismus gleichmacherei höhere steuern geringe wirtschaftskompetenz,npd nationalistisch unsolidarisch antieuropäisch narzistisch,nationalistisch
682,683,DIE LINKE,1,2013,0,sozialstaat solidarität gerechtigkeit frieden toleranz demokratie bürgerrechte,nationalismus rassismus sozialdarwinismus militarismus intoleranz laworder,nationalismus
682,683,DIE LINKE,1,2013,0,sozialstaat solidarität gerechtigkeit frieden toleranz demokratie bürgerrechte,nationalismus rassismus sozialdarwinismus militarismus intoleranz laworder,rassismus
682,683,DIE LINKE,1,2013,0,sozialstaat solidarität gerechtigkeit frieden toleranz demokratie bürgerrechte,nationalismus rassismus sozialdarwinismus militarismus intoleranz laworder,intoleranz
683,684,DIE LINKE,2,2013,0,solidarität friedliche außenpolitik freiheit vor überwachung respekt anderen lebensentwürfen kuturen  religionen gegenüber,umverteilung von unten nach oben demokratieabbau militärischer interventionismus hetze gegen alles was als anders empfunden wird,umverteilung
683,684,DIE LINKE,2,2013,0,solidarität friedliche außenpolitik freiheit vor überwachung respekt anderen lebensentwürfen kuturen  religionen gegenüber,umverteilung von unten nach oben demokratieabbau militärischer interventionismus hetze gegen alles was als anders empfunden wird,hetze
684,685,GRUENE,3,2013,0,emanzipatorisch sozial basisdemokratie soziale bewegen progressiv friedlich kampf gegen rechts gerechtigkeit,konservativ lobbyinteressen neoliberal populistisch altbacken ausländerfeindlich,konservativ
684,685,GRUENE,3,2013,0,emanzipatorisch sozial basisdemokratie soziale bewegen progressiv friedlich kampf gegen rechts gerechtigkeit,konservativ lobbyinteressen neoliberal populistisch altbacken ausländerfeindlich,neoliberal
684,685,GRUENE,3,2013,0,emanzipatorisch sozial basisdemokratie soziale bewegen progressiv friedlich kampf gegen rechts gerechtigkeit,konservativ lobbyinteressen neoliberal populistisch altbacken ausländerfeindlich,populistisch
684,685,GRUENE,3,2013,0,emanzipatorisch sozial basisdemokratie soziale bewegen progressiv friedlich kampf gegen rechts gerechtigkeit,konservativ lobbyinteressen neoliberal populistisch altbacken ausländerfeindlich,ausländerfeindlich
685,686,CDU,6,2013,0,umverteilung grundeinkommen hohe steuern,pro europa familie schuldenbremse,europa
685,686,CDU,6,2013,0,umverteilung grundeinkommen hohe steuern,pro europa familie schuldenbremse,familie
686,687,DIE LINKE,1,2013,0,für das volk die ausgleichende gerechtigkeit,für wirtschaftliche ua interessen,wirtschaft
686,687,DIE LINKE,1,2013,0,für das volk die ausgleichende gerechtigkeit,für wirtschaftliche ua interessen,interessen
